origin_id,destination_id,origin_store,destination_store,distance_meters,duration_seconds,duration_minutes
L47,L27,Himalaya Book World,Chutneys Restaurant,73758,4636,77.27
L39,L51,Apollo Pharmacy,Adidas Originals,44468,4299,71.65
L51,L47,Adidas Originals,Himalaya Book World,52179,4511,75.18
L39,L37,Apollo Pharmacy,Alankrita Boutique,18483,2835,47.25
L51,L36,Adidas Originals,Aroma Boutique,15567,2222,37.03
L47,L36,Himalaya Book World,Aroma Boutique,43388,3363,56.05
L47,L37,Himalaya Book World,Alankrita Boutique,41341,4305,71.75
L51,L39,Adidas Originals,Apollo Pharmacy,53804,4410,73.5
L47,L51,Himalaya Book World,Adidas Originals,49941,4343,72.38
L39,L47,Apollo Pharmacy,Himalaya Book World,21035,2587,43.12
L36,L39,Aroma Boutique,Apollo Pharmacy,46452,3722,62.03
L27,L47,Chutneys Restaurant,Himalaya Book World,73537,4608,76.8
L36,L51,Aroma Boutique,Adidas Originals,16030,2308,38.47
L47,L39,Himalaya Book World,Apollo Pharmacy,21418,2723,45.38
L36,L27,Aroma Boutique,Chutneys Restaurant,79337,4939,82.32
L51,L37,Adidas Originals,Alankrita Boutique,53179,5129,85.48
L36,L47,Aroma Boutique,Himalaya Book World,44828,3822,63.7
L37,L27,Alankrita Boutique,Chutneys Restaurant,29844,4095,68.25
L37,L39,Alankrita Boutique,Apollo Pharmacy,20355,3101,51.68
L36,L37,Aroma Boutique,Alankrita Boutique,37769,4563,76.05
L37,L51,Alankrita Boutique,Adidas Originals,50519,4674,77.9
L60,L48,Lalitha Jewellery,Decathlon Madhapur,58920,4235,70.58
L16,L21,Neeru's Emporio,Bajaj Electronics,9599,1251,20.85
L16,L42,Neeru's Emporio,Green Trends,41461,3677,61.28
L16,L60,Neeru's Emporio,Lalitha Jewellery,44715,3272,54.53
L29,L56,Bawarchi RTC X Roads,Malabar Gold & Diamonds,49762,5992,99.87
L21,L29,Bajaj Electronics,Bawarchi RTC X Roads,46696,5421,90.35
L48,L16,Decathlon Madhapur,Neeru's Emporio,18178,2305,38.42
L48,L56,Decathlon Madhapur,Malabar Gold & Diamonds,57421,4553,75.88
L60,L16,Lalitha Jewellery,Neeru's Emporio,44872,3134,52.23
L56,L29,Malabar Gold & Diamonds,Bawarchi RTC X Roads,51357,6070,101.17
L56,L21,Malabar Gold & Diamonds,Bajaj Electronics,36826,3141,52.35
L21,L48,Bajaj Electronics,Decathlon Madhapur,23721,2411,40.18
L48,L21,Decathlon Madhapur,Bajaj Electronics,23907,2565,42.75
L16,L56,Neeru's Emporio,Malabar Gold & Diamonds,43127,3341,55.68
L16,L48,Neeru's Emporio,Decathlon Madhapur,17113,2080,34.67
L29,L16,Bawarchi RTC X Roads,Neeru's Emporio,81606,5703,95.05
L60,L56,Lalitha Jewellery,Malabar Gold & Diamonds,39343,3234,53.9
L56,L16,Malabar Gold & Diamonds,Neeru's Emporio,42424,3257,54.28
L48,L60,Decathlon Madhapur,Lalitha Jewellery,59008,4483,74.72
L29,L48,Bawarchi RTC X Roads,Decathlon Madhapur,75025,5649,94.15
L16,L29,Neeru's Emporio,Bawarchi RTC X Roads,52524,5600,93.33
L48,L29,Decathlon Madhapur,Bawarchi RTC X Roads,76204,5920,98.67
L29,L21,Bawarchi RTC X Roads,Bajaj Electronics,45757,5513,91.88
L42,L21,Green Trends,Bajaj Electronics,40785,3670,61.17
L21,L56,Bajaj Electronics,Malabar Gold & Diamonds,37300,3162,52.7
L56,L48,Malabar Gold & Diamonds,Decathlon Madhapur,56472,4358,72.63
L42,L48,Green Trends,Decathlon Madhapur,29468,3595,59.92
L21,L42,Bajaj Electronics,Green Trends,45923,3674,61.23
L60,L29,Lalitha Jewellery,Bawarchi RTC X Roads,43519,4817,80.28
L29,L60,Bawarchi RTC X Roads,Lalitha Jewellery,42562,4911,81.85
L42,L16,Green Trends,Neeru's Emporio,36048,3649,60.82
L42,L60,Green Trends,Lalitha Jewellery,50185,5061,84.35
L42,L56,Green Trends,Malabar Gold & Diamonds,48598,5131,85.52
L29,L42,Bawarchi RTC X Roads,Green Trends,26887,4022,67.03
L42,L29,Green Trends,Bawarchi RTC X Roads,28251,3955,65.92
L48,L42,Decathlon Madhapur,Green Trends,34322,3681,61.35
L21,L16,Bajaj Electronics,Neeru's Emporio,9652,1190,19.83
L56,L60,Malabar Gold & Diamonds,Lalitha Jewellery,39625,3459,57.65
L56,L42,Malabar Gold & Diamonds,Green Trends,48344,5046,84.1
L60,L42,Lalitha Jewellery,Green Trends,50792,4923,82.05
L57,L29,Joyalukkas,Bawarchi RTC X Roads,36768,4901,81.68
L29,L27,Bawarchi RTC X Roads,Chutneys Restaurant,18534,2575,42.92
L6,L29,Ghanshyam Supermarket,Bawarchi RTC X Roads,4471,864,14.4
L27,L29,Chutneys Restaurant,Bawarchi RTC X Roads,19022,2631,43.85
L6,L27,Ghanshyam Supermarket,Chutneys Restaurant,20784,2720,45.33
L27,L57,Chutneys Restaurant,Joyalukkas,74764,4399,73.32
L6,L57,Ghanshyam Supermarket,Joyalukkas,31651,4539,75.65
L57,L27,Joyalukkas,Chutneys Restaurant,75451,4420,73.67
L57,L6,Joyalukkas,Ghanshyam Supermarket,34159,4547,75.78
L29,L57,Bawarchi RTC X Roads,Joyalukkas,35170,5010,83.5
L29,L6,Bawarchi RTC X Roads,Ghanshyam Supermarket,5253,1001,16.68
L27,L6,Chutneys Restaurant,Ghanshyam Supermarket,21935,2903,48.38
L57,L27,Joyalukkas,Chutneys Restaurant,75451,4420,73.67
L6,L57,Ghanshyam Supermarket,Joyalukkas,31651,4539,75.65
L27,L6,Chutneys Restaurant,Ghanshyam Supermarket,21935,2903,48.38
L6,L29,Ghanshyam Supermarket,Bawarchi RTC X Roads,4471,864,14.4
L29,L6,Bawarchi RTC X Roads,Ghanshyam Supermarket,5253,1001,16.68
L29,L27,Bawarchi RTC X Roads,Chutneys Restaurant,18534,2575,42.92
L29,L57,Bawarchi RTC X Roads,Joyalukkas,35170,5010,83.5
L27,L29,Chutneys Restaurant,Bawarchi RTC X Roads,19022,2631,43.85
L57,L6,Joyalukkas,Ghanshyam Supermarket,34159,4547,75.78
L6,L27,Ghanshyam Supermarket,Chutneys Restaurant,20784,2720,45.33
L57,L29,Joyalukkas,Bawarchi RTC X Roads,36768,4901,81.68
L27,L57,Chutneys Restaurant,Joyalukkas,74764,4399,73.32
L13,L60,Forum Sujana Zara,Lalitha Jewellery,60171,3867,64.45
L60,L13,Lalitha Jewellery,Forum Sujana Zara,57727,3698,61.63
L46,L60,Crossword Bookstore,Lalitha Jewellery,79541,4886,81.43
L60,L46,Lalitha Jewellery,Crossword Bookstore,77411,4832,80.53
L13,L46,Forum Sujana Zara,Crossword Bookstore,22454,2006,33.43
L46,L13,Crossword Bookstore,Forum Sujana Zara,22662,1932,32.2
L6,L29,Ghanshyam Supermarket,Bawarchi RTC X Roads,4471,864,14.4
L57,L29,Joyalukkas,Bawarchi RTC X Roads,36768,4901,81.68
L6,L57,Ghanshyam Supermarket,Joyalukkas,31651,4539,75.65
L57,L6,Joyalukkas,Ghanshyam Supermarket,34159,4547,75.78
L29,L6,Bawarchi RTC X Roads,Ghanshyam Supermarket,5253,1001,16.68
L29,L27,Bawarchi RTC X Roads,Chutneys Restaurant,18534,2575,42.92
L27,L57,Chutneys Restaurant,Joyalukkas,74764,4399,73.32
L6,L27,Ghanshyam Supermarket,Chutneys Restaurant,20784,2720,45.33
L27,L29,Chutneys Restaurant,Bawarchi RTC X Roads,19022,2631,43.85
L27,L6,Chutneys Restaurant,Ghanshyam Supermarket,21935,2903,48.38
L29,L57,Bawarchi RTC X Roads,Joyalukkas,35170,5010,83.5
L57,L27,Joyalukkas,Chutneys Restaurant,75451,4420,73.67
L60,L48,Lalitha Jewellery,Decathlon Madhapur,58920,4235,70.58
L60,L56,Lalitha Jewellery,Malabar Gold & Diamonds,39343,3234,53.9
L16,L56,Neeru's Emporio,Malabar Gold & Diamonds,43127,3341,55.68
L16,L29,Neeru's Emporio,Bawarchi RTC X Roads,52524,5600,93.33
L29,L16,Bawarchi RTC X Roads,Neeru's Emporio,81606,5703,95.05
L42,L21,Green Trends,Bajaj Electronics,40785,3670,61.17
L42,L56,Green Trends,Malabar Gold & Diamonds,48598,5131,85.52
L29,L21,Bawarchi RTC X Roads,Bajaj Electronics,45757,5513,91.88
L42,L48,Green Trends,Decathlon Madhapur,29468,3595,59.92
L42,L29,Green Trends,Bawarchi RTC X Roads,28251,3955,65.92
L16,L21,Neeru's Emporio,Bajaj Electronics,9599,1251,20.85
L16,L60,Neeru's Emporio,Lalitha Jewellery,44715,3272,54.53
L29,L48,Bawarchi RTC X Roads,Decathlon Madhapur,75025,5649,94.15
L16,L48,Neeru's Emporio,Decathlon Madhapur,17113,2080,34.67
L42,L16,Green Trends,Neeru's Emporio,36048,3649,60.82
L29,L42,Bawarchi RTC X Roads,Green Trends,26887,4022,67.03
L21,L16,Bajaj Electronics,Neeru's Emporio,9652,1190,19.83
L48,L42,Decathlon Madhapur,Green Trends,34322,3681,61.35
L21,L42,Bajaj Electronics,Green Trends,45923,3674,61.23
L48,L29,Decathlon Madhapur,Bawarchi RTC X Roads,76204,5920,98.67
L48,L56,Decathlon Madhapur,Malabar Gold & Diamonds,57421,4553,75.88
L56,L42,Malabar Gold & Diamonds,Green Trends,48344,5046,84.1
L56,L48,Malabar Gold & Diamonds,Decathlon Madhapur,56472,4358,72.63
L21,L48,Bajaj Electronics,Decathlon Madhapur,23721,2411,40.18
L56,L60,Malabar Gold & Diamonds,Lalitha Jewellery,39625,3459,57.65
L60,L42,Lalitha Jewellery,Green Trends,50792,4923,82.05
L56,L16,Malabar Gold & Diamonds,Neeru's Emporio,42424,3257,54.28
L56,L29,Malabar Gold & Diamonds,Bawarchi RTC X Roads,51357,6070,101.17
L21,L56,Bajaj Electronics,Malabar Gold & Diamonds,37300,3162,52.7
L48,L60,Decathlon Madhapur,Lalitha Jewellery,59008,4483,74.72
L60,L29,Lalitha Jewellery,Bawarchi RTC X Roads,43519,4817,80.28
L29,L60,Bawarchi RTC X Roads,Lalitha Jewellery,42562,4911,81.85
L42,L60,Green Trends,Lalitha Jewellery,50185,5061,84.35
L48,L21,Decathlon Madhapur,Bajaj Electronics,23907,2565,42.75
L48,L16,Decathlon Madhapur,Neeru's Emporio,18178,2305,38.42
L60,L16,Lalitha Jewellery,Neeru's Emporio,44872,3134,52.23
L56,L21,Malabar Gold & Diamonds,Bajaj Electronics,36826,3141,52.35
L21,L29,Bajaj Electronics,Bawarchi RTC X Roads,46696,5421,90.35
L16,L42,Neeru's Emporio,Green Trends,41461,3677,61.28
L29,L56,Bawarchi RTC X Roads,Malabar Gold & Diamonds,49762,5992,99.87
L37,L36,Alankrita Boutique,Aroma Boutique,49167,3886,64.77
L27,L47,Chutneys Restaurant,Himalaya Book World,73537,4608,76.8
L51,L36,Adidas Originals,Aroma Boutique,15567,2222,37.03
L27,L37,Chutneys Restaurant,Alankrita Boutique,31152,4054,67.57
L39,L51,Apollo Pharmacy,Adidas Originals,44468,4299,71.65
L27,L39,Chutneys Restaurant,Apollo Pharmacy,37306,4394,73.23
L39,L47,Apollo Pharmacy,Himalaya Book World,21035,2587,43.12
L27,L36,Chutneys Restaurant,Aroma Boutique,75386,4535,75.58
L39,L36,Apollo Pharmacy,Aroma Boutique,37915,3319,55.32
L27,L51,Chutneys Restaurant,Adidas Originals,76738,5324,88.73
L51,L47,Adidas Originals,Himalaya Book World,52179,4511,75.18
L39,L37,Apollo Pharmacy,Alankrita Boutique,18483,2835,47.25
L51,L27,Adidas Originals,Chutneys Restaurant,76816,5298,88.3
L51,L37,Adidas Originals,Alankrita Boutique,53179,5129,85.48
L47,L27,Himalaya Book World,Chutneys Restaurant,73758,4636,77.27
L47,L39,Himalaya Book World,Apollo Pharmacy,21418,2723,45.38
L39,L27,Apollo Pharmacy,Chutneys Restaurant,36766,4175,69.58
L47,L51,Himalaya Book World,Adidas Originals,49941,4343,72.38
L47,L36,Himalaya Book World,Aroma Boutique,43388,3363,56.05
L36,L27,Aroma Boutique,Chutneys Restaurant,79337,4939,82.32
L47,L37,Himalaya Book World,Alankrita Boutique,41341,4305,71.75
L36,L51,Aroma Boutique,Adidas Originals,16030,2308,38.47
L37,L27,Alankrita Boutique,Chutneys Restaurant,29844,4095,68.25
L36,L39,Aroma Boutique,Apollo Pharmacy,46452,3722,62.03
L36,L37,Aroma Boutique,Alankrita Boutique,37769,4563,76.05
L37,L51,Alankrita Boutique,Adidas Originals,50519,4674,77.9
L37,L39,Alankrita Boutique,Apollo Pharmacy,20355,3101,51.68
L51,L39,Adidas Originals,Apollo Pharmacy,53804,4410,73.5
L37,L47,Alankrita Boutique,Himalaya Book World,41437,4444,74.07
L36,L47,Aroma Boutique,Himalaya Book World,44828,3822,63.7
L27,L39,Chutneys Restaurant,Apollo Pharmacy,37306,4394,73.23
L27,L36,Chutneys Restaurant,Aroma Boutique,75386,4535,75.58
L27,L47,Chutneys Restaurant,Himalaya Book World,73537,4608,76.8
L27,L37,Chutneys Restaurant,Alankrita Boutique,31152,4054,67.57
L39,L27,Apollo Pharmacy,Chutneys Restaurant,36766,4175,69.58
L51,L27,Adidas Originals,Chutneys Restaurant,76816,5298,88.3
L39,L47,Apollo Pharmacy,Himalaya Book World,21035,2587,43.12
L39,L51,Apollo Pharmacy,Adidas Originals,44468,4299,71.65
L37,L36,Alankrita Boutique,Aroma Boutique,49167,3886,64.77
L39,L36,Apollo Pharmacy,Aroma Boutique,37915,3319,55.32
L39,L37,Apollo Pharmacy,Alankrita Boutique,18483,2835,47.25
L37,L47,Alankrita Boutique,Himalaya Book World,41437,4444,74.07
L47,L36,Himalaya Book World,Aroma Boutique,43388,3363,56.05
L47,L37,Himalaya Book World,Alankrita Boutique,41341,4305,71.75
L27,L51,Chutneys Restaurant,Adidas Originals,76738,5324,88.73
L47,L51,Himalaya Book World,Adidas Originals,49941,4343,72.38
L51,L36,Adidas Originals,Aroma Boutique,15567,2222,37.03
L47,L39,Himalaya Book World,Apollo Pharmacy,21418,2723,45.38
L51,L37,Adidas Originals,Alankrita Boutique,53179,5129,85.48
L47,L27,Himalaya Book World,Chutneys Restaurant,73758,4636,77.27
L36,L51,Aroma Boutique,Adidas Originals,16030,2308,38.47
L36,L39,Aroma Boutique,Apollo Pharmacy,46452,3722,62.03
L36,L27,Aroma Boutique,Chutneys Restaurant,79337,4939,82.32
L36,L47,Aroma Boutique,Himalaya Book World,44828,3822,63.7
L37,L51,Alankrita Boutique,Adidas Originals,50519,4674,77.9
L37,L39,Alankrita Boutique,Apollo Pharmacy,20355,3101,51.68
L36,L37,Aroma Boutique,Alankrita Boutique,37769,4563,76.05
L37,L27,Alankrita Boutique,Chutneys Restaurant,29844,4095,68.25
L51,L39,Adidas Originals,Apollo Pharmacy,53804,4410,73.5
L51,L47,Adidas Originals,Himalaya Book World,52179,4511,75.18
L46,L13,Crossword Bookstore,Forum Sujana Zara,22662,1932,32.2
L46,L60,Crossword Bookstore,Lalitha Jewellery,79541,4886,81.43
L60,L13,Lalitha Jewellery,Forum Sujana Zara,57727,3698,61.63
L13,L60,Forum Sujana Zara,Lalitha Jewellery,60171,3867,64.45
L60,L46,Lalitha Jewellery,Crossword Bookstore,77411,4832,80.53
L13,L46,Forum Sujana Zara,Crossword Bookstore,22454,2006,33.43
L2,L49,Vijetha Supermarket,Wildcraft Store,96421,5840,97.33
L49,L2,Wildcraft Store,Vijetha Supermarket,95786,5714,95.23
L29,L49,Bawarchi RTC X Roads,Wildcraft Store,28026,2891,48.18
L32,L49,Karachi Bakery,Wildcraft Store,92835,6039,100.65
L32,L29,Karachi Bakery,Bawarchi RTC X Roads,54388,6063,101.05
L2,L32,Vijetha Supermarket,Karachi Bakery,14448,1739,28.98
L29,L4,Bawarchi RTC X Roads,D-Mart Begumpet,49418,6101,101.68
L4,L49,D-Mart Begumpet,Wildcraft Store,73048,4879,81.32
L29,L2,Bawarchi RTC X Roads,Vijetha Supermarket,46195,5833,97.22
L49,L32,Wildcraft Store,Karachi Bakery,93123,6290,104.83
L49,L4,Wildcraft Store,D-Mart Begumpet,73385,4899,81.65
L2,L4,Vijetha Supermarket,D-Mart Begumpet,32312,3254,54.23
L32,L4,Karachi Bakery,D-Mart Begumpet,47937,4508,75.13
L2,L29,Vijetha Supermarket,Bawarchi RTC X Roads,47804,5914,98.57
L29,L32,Bawarchi RTC X Roads,Karachi Bakery,54777,6092,101.53
L32,L2,Karachi Bakery,Vijetha Supermarket,14448,1719,28.65
L4,L29,D-Mart Begumpet,Bawarchi RTC X Roads,53482,5905,98.42
L4,L32,D-Mart Begumpet,Karachi Bakery,46324,4291,71.52
L4,L2,D-Mart Begumpet,Vijetha Supermarket,32717,3181,53.02
L49,L29,Wildcraft Store,Bawarchi RTC X Roads,22328,3113,51.88
L6,L14,Ghanshyam Supermarket,Sarath City Capital H&M,43959,4559,75.98
L21,L56,Bajaj Electronics,Malabar Gold & Diamonds,37300,3162,52.7
L21,L28,Bajaj Electronics,Paradise Biryani Secunderabad,37537,3290,54.83
L28,L21,Paradise Biryani Secunderabad,Bajaj Electronics,39096,3442,57.37
L14,L6,Sarath City Capital H&M,Ghanshyam Supermarket,38014,4492,74.87
L56,L21,Malabar Gold & Diamonds,Bajaj Electronics,36826,3141,52.35
L28,L1,Paradise Biryani Secunderabad,Ratnadeep Supermarket,47004,3623,60.38
L28,L56,Paradise Biryani Secunderabad,Malabar Gold & Diamonds,9303,1244,20.73
L14,L1,Sarath City Capital H&M,Ratnadeep Supermarket,43414,2771,46.18
L21,L14,Bajaj Electronics,Sarath City Capital H&M,37281,2715,45.25
L1,L21,Ratnadeep Supermarket,Bajaj Electronics,11933,1298,21.63
L1,L14,Ratnadeep Supermarket,Sarath City Capital H&M,45510,2950,49.17
L21,L1,Bajaj Electronics,Ratnadeep Supermarket,11962,1255,20.92
L14,L21,Sarath City Capital H&M,Bajaj Electronics,35507,2590,43.17
L14,L28,Sarath City Capital H&M,Paradise Biryani Secunderabad,21246,2576,42.93
L1,L28,Ratnadeep Supermarket,Paradise Biryani Secunderabad,45766,3524,58.73
L28,L14,Paradise Biryani Secunderabad,Sarath City Capital H&M,24049,2840,47.33
L10,L56,Metro Cash & Carry,Malabar Gold & Diamonds,69860,4973,82.88
L1,L56,Ratnadeep Supermarket,Malabar Gold & Diamonds,45528,3397,56.62
L56,L1,Malabar Gold & Diamonds,Ratnadeep Supermarket,44734,3322,55.37
L56,L28,Malabar Gold & Diamonds,Paradise Biryani Secunderabad,9303,1230,20.5
L6,L21,Ghanshyam Supermarket,Bajaj Electronics,42237,5041,84.02
L1,L10,Ratnadeep Supermarket,Metro Cash & Carry,76732,4864,81.07
L14,L56,Sarath City Capital H&M,Malabar Gold & Diamonds,35576,2806,46.77
L21,L6,Bajaj Electronics,Ghanshyam Supermarket,44087,5067,84.45
L1,L6,Ratnadeep Supermarket,Ghanshyam Supermarket,52316,5302,88.37
L10,L14,Metro Cash & Carry,Sarath City Capital H&M,46606,3505,58.42
L14,L10,Sarath City Capital H&M,Metro Cash & Carry,44783,3349,55.82
L6,L56,Ghanshyam Supermarket,Malabar Gold & Diamonds,46243,5520,92.0
L6,L1,Ghanshyam Supermarket,Ratnadeep Supermarket,50145,5222,87.03
L21,L10,Bajaj Electronics,Metro Cash & Carry,68503,4630,77.17
L10,L1,Metro Cash & Carry,Ratnadeep Supermarket,77698,4938,82.3
L6,L28,Ghanshyam Supermarket,Paradise Biryani Secunderabad,46481,5648,94.13
L10,L6,Metro Cash & Carry,Ghanshyam Supermarket,22342,3042,50.7
L10,L21,Metro Cash & Carry,Bajaj Electronics,69791,4757,79.28
L56,L10,Malabar Gold & Diamonds,Metro Cash & Carry,69241,4996,83.27
L28,L6,Paradise Biryani Secunderabad,Ghanshyam Supermarket,46283,6044,100.73
L6,L10,Ghanshyam Supermarket,Metro Cash & Carry,21503,2958,49.3
L56,L6,Malabar Gold & Diamonds,Ghanshyam Supermarket,48748,5717,95.28
L10,L28,Metro Cash & Carry,Paradise Biryani Secunderabad,70098,5101,85.02
L56,L14,Malabar Gold & Diamonds,Sarath City Capital H&M,38019,3081,51.35
L28,L10,Paradise Biryani Secunderabad,Metro Cash & Carry,55736,4916,81.93
L6,L1,Ghanshyam Supermarket,Ratnadeep Supermarket,50145,5222,87.03
L6,L28,Ghanshyam Supermarket,Paradise Biryani Secunderabad,46481,5648,94.13
L6,L14,Ghanshyam Supermarket,Sarath City Capital H&M,43959,4559,75.98
L10,L56,Metro Cash & Carry,Malabar Gold & Diamonds,69860,4973,82.88
L21,L1,Bajaj Electronics,Ratnadeep Supermarket,11962,1255,20.92
L6,L56,Ghanshyam Supermarket,Malabar Gold & Diamonds,46243,5520,92.0
L21,L14,Bajaj Electronics,Sarath City Capital H&M,37281,2715,45.25
L6,L10,Ghanshyam Supermarket,Metro Cash & Carry,21503,2958,49.3
L1,L14,Ratnadeep Supermarket,Sarath City Capital H&M,45510,2950,49.17
L21,L28,Bajaj Electronics,Paradise Biryani Secunderabad,37537,3290,54.83
L1,L56,Ratnadeep Supermarket,Malabar Gold & Diamonds,45528,3397,56.62
L10,L14,Metro Cash & Carry,Sarath City Capital H&M,46606,3505,58.42
L6,L21,Ghanshyam Supermarket,Bajaj Electronics,42237,5041,84.02
L1,L6,Ratnadeep Supermarket,Ghanshyam Supermarket,52316,5302,88.37
L28,L56,Paradise Biryani Secunderabad,Malabar Gold & Diamonds,9303,1244,20.73
L1,L28,Ratnadeep Supermarket,Paradise Biryani Secunderabad,45766,3524,58.73
L28,L10,Paradise Biryani Secunderabad,Metro Cash & Carry,55736,4916,81.93
L1,L10,Ratnadeep Supermarket,Metro Cash & Carry,76732,4864,81.07
L28,L6,Paradise Biryani Secunderabad,Ghanshyam Supermarket,46283,6044,100.73
L28,L1,Paradise Biryani Secunderabad,Ratnadeep Supermarket,47004,3623,60.38
L28,L14,Paradise Biryani Secunderabad,Sarath City Capital H&M,24049,2840,47.33
L28,L21,Paradise Biryani Secunderabad,Bajaj Electronics,39096,3442,57.37
L21,L56,Bajaj Electronics,Malabar Gold & Diamonds,37300,3162,52.7
L1,L21,Ratnadeep Supermarket,Bajaj Electronics,11933,1298,21.63
L14,L6,Sarath City Capital H&M,Ghanshyam Supermarket,38014,4492,74.87
L14,L21,Sarath City Capital H&M,Bajaj Electronics,35507,2590,43.17
L14,L1,Sarath City Capital H&M,Ratnadeep Supermarket,43414,2771,46.18
L14,L10,Sarath City Capital H&M,Metro Cash & Carry,44783,3349,55.82
L56,L6,Malabar Gold & Diamonds,Ghanshyam Supermarket,48748,5717,95.28
L10,L6,Metro Cash & Carry,Ghanshyam Supermarket,22342,3042,50.7
L14,L28,Sarath City Capital H&M,Paradise Biryani Secunderabad,21246,2576,42.93
L56,L28,Malabar Gold & Diamonds,Paradise Biryani Secunderabad,9303,1230,20.5
L14,L56,Sarath City Capital H&M,Malabar Gold & Diamonds,35576,2806,46.77
L56,L10,Malabar Gold & Diamonds,Metro Cash & Carry,69241,4996,83.27
L56,L21,Malabar Gold & Diamonds,Bajaj Electronics,36826,3141,52.35
L56,L14,Malabar Gold & Diamonds,Sarath City Capital H&M,38019,3081,51.35
L56,L1,Malabar Gold & Diamonds,Ratnadeep Supermarket,44734,3322,55.37
L10,L1,Metro Cash & Carry,Ratnadeep Supermarket,77698,4938,82.3
L10,L28,Metro Cash & Carry,Paradise Biryani Secunderabad,70098,5101,85.02
L10,L21,Metro Cash & Carry,Bajaj Electronics,69791,4757,79.28
L21,L6,Bajaj Electronics,Ghanshyam Supermarket,44087,5067,84.45
L21,L10,Bajaj Electronics,Metro Cash & Carry,68503,4630,77.17
L51,L36,Adidas Originals,Aroma Boutique,15567,2222,37.03
L51,L39,Adidas Originals,Apollo Pharmacy,53804,4410,73.5
L37,L36,Alankrita Boutique,Aroma Boutique,49167,3886,64.77
L39,L37,Apollo Pharmacy,Alankrita Boutique,18483,2835,47.25
L39,L36,Apollo Pharmacy,Aroma Boutique,37915,3319,55.32
L51,L47,Adidas Originals,Himalaya Book World,52179,4511,75.18
L51,L37,Adidas Originals,Alankrita Boutique,53179,5129,85.48
L36,L47,Aroma Boutique,Himalaya Book World,44828,3822,63.7
L39,L51,Apollo Pharmacy,Adidas Originals,44468,4299,71.65
L37,L51,Alankrita Boutique,Adidas Originals,50519,4674,77.9
L47,L51,Himalaya Book World,Adidas Originals,49941,4343,72.38
L47,L39,Himalaya Book World,Apollo Pharmacy,21418,2723,45.38
L36,L39,Aroma Boutique,Apollo Pharmacy,46452,3722,62.03
L39,L47,Apollo Pharmacy,Himalaya Book World,21035,2587,43.12
L47,L36,Himalaya Book World,Aroma Boutique,43388,3363,56.05
L36,L37,Aroma Boutique,Alankrita Boutique,37769,4563,76.05
L37,L39,Alankrita Boutique,Apollo Pharmacy,20355,3101,51.68
L36,L51,Aroma Boutique,Adidas Originals,16030,2308,38.47
L47,L37,Himalaya Book World,Alankrita Boutique,41341,4305,71.75
L37,L47,Alankrita Boutique,Himalaya Book World,41437,4444,74.07
L42,L60,Green Trends,Lalitha Jewellery,50185,5061,84.35
L42,L29,Green Trends,Bawarchi RTC X Roads,28251,3955,65.92
L42,L21,Green Trends,Bajaj Electronics,40785,3670,61.17
L29,L42,Bawarchi RTC X Roads,Green Trends,26887,4022,67.03
L21,L42,Bajaj Electronics,Green Trends,45923,3674,61.23
L29,L56,Bawarchi RTC X Roads,Malabar Gold & Diamonds,49762,5992,99.87
L29,L21,Bawarchi RTC X Roads,Bajaj Electronics,45757,5513,91.88
L29,L60,Bawarchi RTC X Roads,Lalitha Jewellery,42562,4911,81.85
L29,L48,Bawarchi RTC X Roads,Decathlon Madhapur,75025,5649,94.15
L48,L21,Decathlon Madhapur,Bajaj Electronics,23907,2565,42.75
L42,L48,Green Trends,Decathlon Madhapur,29468,3595,59.92
L48,L42,Decathlon Madhapur,Green Trends,34322,3681,61.35
L21,L29,Bajaj Electronics,Bawarchi RTC X Roads,46696,5421,90.35
L48,L29,Decathlon Madhapur,Bawarchi RTC X Roads,76204,5920,98.67
L42,L56,Green Trends,Malabar Gold & Diamonds,48598,5131,85.52
L21,L56,Bajaj Electronics,Malabar Gold & Diamonds,37300,3162,52.7
L60,L56,Lalitha Jewellery,Malabar Gold & Diamonds,39343,3234,53.9
L48,L60,Decathlon Madhapur,Lalitha Jewellery,59008,4483,74.72
L21,L48,Bajaj Electronics,Decathlon Madhapur,23721,2411,40.18
L56,L29,Malabar Gold & Diamonds,Bawarchi RTC X Roads,51357,6070,101.17
L56,L48,Malabar Gold & Diamonds,Decathlon Madhapur,56472,4358,72.63
L56,L21,Malabar Gold & Diamonds,Bajaj Electronics,36826,3141,52.35
L60,L29,Lalitha Jewellery,Bawarchi RTC X Roads,43519,4817,80.28
L60,L42,Lalitha Jewellery,Green Trends,50792,4923,82.05
L56,L42,Malabar Gold & Diamonds,Green Trends,48344,5046,84.1
L56,L60,Malabar Gold & Diamonds,Lalitha Jewellery,39625,3459,57.65
L60,L48,Lalitha Jewellery,Decathlon Madhapur,58920,4235,70.58
L48,L56,Decathlon Madhapur,Malabar Gold & Diamonds,57421,4553,75.88
L21,L56,Bajaj Electronics,Malabar Gold & Diamonds,37300,3162,52.7
L6,L14,Ghanshyam Supermarket,Sarath City Capital H&M,43959,4559,75.98
L10,L56,Metro Cash & Carry,Malabar Gold & Diamonds,69860,4973,82.88
L21,L10,Bajaj Electronics,Metro Cash & Carry,68503,4630,77.17
L10,L14,Metro Cash & Carry,Sarath City Capital H&M,46606,3505,58.42
L21,L6,Bajaj Electronics,Ghanshyam Supermarket,44087,5067,84.45
